,Score,Criteria,Random State
314,0.7780203550795123,mae,157
315,0.7935747159324296,mse,157
316,0.7879543224974572,mae,158
317,0.7933102195865563,mse,158
318,0.782672323567013,mae,159
319,0.7784366770240864,mse,159
320,0.7859546091414993,mae,160
321,0.7962324599352495,mse,160
322,0.7698139519583105,mae,161
323,0.7931963773460755,mse,161
324,0.7917239140503962,mae,162
325,0.794937226847102,mse,162
326,0.7753691900272077,mae,163
327,0.7782801606191736,mse,163
328,0.785691477917916,mae,164
329,0.7942418459875236,mse,164
330,0.7854658772057735,mae,165
331,0.7935090179594961,mse,165
332,0.7821532199216785,mae,166
333,0.7866443588197051,mse,166
334,0.7858534298693581,mae,167
335,0.7818210654402493,mse,167
336,0.7977725726326765,mae,168
337,0.7706523015132761,mse,168
338,0.7995155861648436,mae,169
339,0.7837708132610208,mse,169
340,0.7814580659482826,mae,170
341,0.7830619103491703,mse,170
342,0.790382167725469,mae,171
343,0.7781879946176694,mse,171
344,0.7863759019443936,mae,172
345,0.7995197464633572,mse,172
346,0.7937033245893141,mae,173
347,0.7888681279853693,mse,173
348,0.7887292673324464,mae,174
349,0.7799255532402608,mse,174
350,0.7922226438608109,mae,175
351,0.7759877169676941,mse,175
352,0.7871916537372126,mae,176
353,0.7769417428654594,mse,176
354,0.7817594685987244,mae,177
355,0.7941277794331697,mse,177
356,0.7902243210121933,mae,178
357,0.7793687967975851,mse,178
358,0.7969330766161311,mae,179
359,0.7911251297506697,mse,179
360,0.780830226849019,mae,180
361,0.7872774262771112,mse,180
362,0.7795877505296959,mae,181
363,0.7872335606876368,mse,181
364,0.7951970028296256,mae,182
365,0.7805560233916246,mse,182
366,0.7822793318776617,mae,183
367,0.7974932683998976,mse,183
368,0.7829411057986543,mae,184
369,0.7837834248240877,mse,184
370,0.7925623378160109,mae,185
371,0.7715035725067521,mse,185
372,0.7948652939869444,mae,186
373,0.7836035832379191,mse,186
374,0.7757325370645458,mae,187
375,0.7657980276746517,mse,187
376,0.797923272231637,mae,188
377,0.7859787475126476,mse,188
378,0.7808281641589385,mae,189
379,0.7826154376055988,mse,189
380,0.7912744421070971,mae,190
381,0.7901570460034517,mse,190
382,0.7835924753515235,mae,191
383,0.784601870760862,mse,191
384,0.7688339644625687,mae,192
385,0.7965478553441222,mse,192
386,0.7825949244637281,mae,193
387,0.7916544370738701,mse,193
388,0.7870750566608761,mae,194
389,0.7811828216203185,mse,194
390,0.7914014112404656,mae,195
391,0.776499603658702,mse,195
392,0.7819278525380173,mae,196
393,0.7780089991237076,mse,196
394,0.781274932736755,mae,197
395,0.7738376656588521,mse,197
396,0.7871999790055348,mae,198
397,0.7730316351404627,mse,198
398,0.7982131624274974,mae,199
399,0.7891022145970212,mse,199
400,0.7923304560942154,mae,200
401,0.7914658687336236,mse,200
402,0.7909635230189851,mae,201
403,0.7832255285384665,mse,201
404,0.7772710090917001,mae,202
405,0.7705474980577878,mse,202
406,0.7805877165802142,mae,203
407,0.779530751148765,mse,203
408,0.7796384433826814,mae,204
409,0.7745014105034114,mse,204
410,0.7788640623523098,mae,205
411,0.7846215700213776,mse,205
412,0.7767777744540785,mae,206
413,0.7838226690712002,mse,206
414,0.7774606193975104,mae,207
415,0.7817082878368684,mse,207
416,0.7857022442114121,mae,208
417,0.7752223035796945,mse,208
418,0.7830698052642086,mae,209
419,0.7782710023147184,mse,209
420,0.785887065323922,mae,210
421,0.7918391475664075,mse,210
422,0.7775998065452272,mae,211
423,0.7773416633729369,mse,211
424,0.800291580541271,mae,212
425,0.7753131125632975,mse,212
426,0.781855008555579,mae,213
427,0.7837584540109596,mse,213
428,0.783920687916008,mae,214
429,0.7726204148115285,mse,214
430,0.7782886806271718,mae,215
431,0.7737702022272513,mse,215
432,0.7839861797123364,mae,216
433,0.7857646027196714,mse,216
434,0.7889314877883469,mae,217
435,0.7808023018614888,mse,217
436,0.7798130592341446,mae,218
437,0.7759979124978535,mse,218
438,0.7837807216225741,mae,219
439,0.7919408971927354,mse,219
440,0.7940198240231614,mae,220
441,0.7835011049341709,mse,220
442,0.7947684510169714,mae,221
443,0.7819970525083358,mse,221
444,0.7950873301886932,mae,222
445,0.7837196708555499,mse,222
446,0.7902744393789718,mae,223
447,0.7848530388322058,mse,223
448,0.7833382676306258,mae,224
449,0.7697263720465437,mse,224
450,0.7865368120879674,mae,225
451,0.7884474648362323,mse,225
452,0.7796926322629273,mae,226
453,0.7903709265065674,mse,226
454,0.7909356429933561,mae,227
455,0.7819009830068031,mse,227
456,0.774280171336739,mae,228
457,0.7907772365700305,mse,228
458,0.7765219090555642,mae,229
459,0.7961794780397135,mse,229
460,0.7816294448031774,mae,230
461,0.7872377901665164,mse,230
462,0.7823955780098459,mae,231
463,0.7967183552748277,mse,231
464,0.7831464400852456,mae,232
465,0.7980717570797554,mse,232
466,0.7833762673316993,mae,233
467,0.7740345539021192,mse,233
468,0.7899280349619557,mae,234
469,0.7890897484456103,mse,234
470,0.7760644682699273,mae,235
471,0.7602523292521643,mse,235
472,0.7862269858858347,mae,236
473,0.7911264701142184,mse,236
474,0.7955563725811952,mae,237
475,0.7986334321876714,mse,237
476,0.7877133767051212,mae,238
477,0.7832725141326147,mse,238
478,0.7915583492231928,mae,239
479,0.7816162022587302,mse,239
480,0.7847586900426649,mae,240
481,0.7917401848678043,mse,240
482,0.7951639138510329,mae,241
483,0.7907130280213468,mse,241
484,0.774111899186867,mae,242
485,0.783505583388393,mse,242
486,0.7784930675026066,mae,243
487,0.7814507536441295,mse,243
488,0.7907159262605795,mae,244
489,0.7762308583142792,mse,244
490,0.7937127977926264,mae,245
491,0.7878478881908688,mse,245
492,0.7859119675066372,mae,246
493,0.776835492594262,mse,246
494,0.7795733338655251,mae,247
495,0.8000387657973101,mse,247
496,0.7805250645539152,mae,248
497,0.7753274202185247,mse,248
498,0.7807560401977629,mae,249
499,0.783163356799514,mse,249
500,0.773881256726264,mae,250
501,0.7842415159237737,mse,250
502,0.7826247902967199,mae,251
503,0.786288688600188,mse,251
504,0.7988910218216296,mae,252
505,0.786953068459803,mse,252
506,0.7749589673273777,mae,253
507,0.7860547870440106,mse,253
508,0.7777703969431764,mae,254
509,0.7849391650144534,mse,254
510,0.7788223057402937,mae,255
511,0.7677518690286516,mse,255
512,0.7787685513804194,mae,256
513,0.7751986088628474,mse,256
514,0.8006996527623994,mae,257
515,0.7809859561088884,mse,257
516,0.7817366637507591,mae,258
517,0.7770087204829325,mse,258
518,0.7871300176097697,mae,259
519,0.7741342829134018,mse,259
520,0.7797076218902006,mae,260
521,0.781997803347734,mse,260
522,0.7808050402759867,mae,261
523,0.7890536687570573,mse,261
524,0.7815223182329515,mae,262
525,0.7968724844862896,mse,262
526,0.7862844688056531,mae,263
527,0.7788216860595039,mse,263
528,0.7810503975448061,mae,264
529,0.7822933960341174,mse,264
530,0.7872993553754601,mae,265
531,0.7749417144449291,mse,265
532,0.7791548877389847,mae,266
533,0.7827939698400385,mse,266
534,0.783949106009099,mae,267
535,0.7778814226006527,mse,267
536,0.7839852627969865,mae,268
537,0.7869941076589121,mse,268
538,0.7820384582200756,mae,269
539,0.7915863930032399,mse,269
540,0.7889648473046278,mae,270
541,0.7834835828760602,mse,270
542,0.7937875967889719,mae,271
543,0.7799099112635781,mse,271
544,0.7814089184640995,mae,272
545,0.7839311825322345,mse,272
546,0.7881995139025613,mae,273
547,0.7986311519025074,mse,273
548,0.7798511186329594,mae,274
549,0.7874905930554793,mse,274
550,0.7841129252302197,mae,275
551,0.7887263485120715,mse,275
552,0.7853357035995883,mae,276
553,0.7903142581130767,mse,276
554,0.7950885939774687,mae,277
555,0.7784984967042206,mse,277
556,0.7972264227688686,mae,278
557,0.788957891917577,mse,278
558,0.790427406887092,mae,279
559,0.7769770679115171,mse,279
560,0.7888128665244982,mae,280
561,0.7778167075382199,mse,280
562,0.7712496922695976,mae,281
563,0.782060299054514,mse,281
564,0.785062423658538,mae,282
565,0.8014700492431699,mse,282
566,0.7910943257471246,mae,283
567,0.7847817445486862,mse,283
568,0.804491039189146,mae,284
569,0.7883227888018074,mse,284
570,0.786503356298395,mae,285
571,0.7964557711502637,mse,285
572,0.7724812060867513,mae,286
573,0.7876190848948945,mse,286
574,0.7879802571779512,mae,287
575,0.7923679988596992,mse,287
576,0.7773289243081138,mae,288
577,0.7789530595763708,mse,288
578,0.7919761411121067,mae,289
579,0.779185109502481,mse,289
580,0.7927689209480583,mae,290
581,0.7923486910439254,mse,290
582,0.783180881782516,mae,291
583,0.7912250538297203,mse,291
584,0.7875348332888743,mae,292
585,0.7782259349683871,mse,292
586,0.7915908526853842,mae,293
587,0.7920379123059167,mse,293
588,0.7870392428061591,mae,294
589,0.7620745601454029,mse,294
590,0.7823941307450053,mae,295
591,0.7818551369878911,mse,295
592,0.7890828520818345,mae,296
593,0.7815786079088693,mse,296
594,0.7874203339965593,mae,297
595,0.7975080794539205,mse,297
596,0.7711266895664991,mae,298
597,0.7744137090430321,mse,298
598,0.7887799054822426,mae,299
599,0.7899113340515332,mse,299
600,0.792423701675905,mae,300
601,0.790151050640757,mse,300
602,0.7888408417802342,mae,301
603,0.7814050673776755,mse,301
604,0.789518005774688,mae,302
605,0.7702568180117026,mse,302
606,0.778917497254373,mae,303
607,0.7817824714039742,mse,303
608,0.7781370851683891,mae,304
609,0.7712590858640219,mse,304
610,0.7771661321412365,mae,305
611,0.7726450908944231,mse,305
612,0.7821482664302706,mae,306
613,0.7904842072201363,mse,306
614,0.7901697315616598,mae,307
615,0.7739788363292441,mse,307
616,0.7985047015211033,mae,308
617,0.7755056017759537,mse,308
618,0.7921019957810468,mae,309
619,0.7826687670434093,mse,309
620,0.7884989064554948,mae,310
621,0.8024005292236571,mse,310
622,0.7904975576105767,mae,311
623,0.7863348079328031,mse,311
624,0.7892475940320545,mae,312
625,0.7834522593895219,mse,312
626,0.7778499512343686,mae,313
627,0.7767597824085148,mse,313
628,0.7937621898277328,mae,314
629,0.7741167647223302,mse,314
630,0.7825137638569426,mae,315
631,0.7936258926952899,mse,315
632,0.7686718127762769,mae,316
633,0.7775880908677608,mse,316
634,0.7794751673325884,mae,317
635,0.7803610353466177,mse,317
636,0.78871031220981,mae,318
637,0.7765718634297649,mse,318
638,0.7883578415378447,mae,319
639,0.7890392167722322,mse,319
640,0.7786611357769864,mae,320
641,0.7777517599735528,mse,320
642,0.7833725978584605,mae,321
643,0.7861988855435554,mse,321
644,0.7879761102123006,mae,322
645,0.7903201943162397,mse,322
646,0.7836131563607862,mae,323
647,0.7979182512453449,mse,323
648,0.7838955432801725,mae,324
649,0.7907210469842811,mse,324
650,0.7887887689596425,mae,325
651,0.7656033372715417,mse,325
652,0.7885260353850114,mae,326
653,0.7643990473080462,mse,326
654,0.7899251503295817,mae,327
655,0.7897460659489046,mse,327
656,0.7943323651769408,mae,328
657,0.7843259647556386,mse,328
658,0.7881146580758092,mae,329
659,0.7893255594546336,mse,329
660,0.7910832100921636,mae,330
661,0.7868790151918335,mse,330
662,0.7872232734081985,mae,331
663,0.7910658580938896,mse,331
664,0.8025381546824928,mae,332
665,0.7936524114489579,mse,332
666,0.7998354186347287,mae,333
667,0.7678537392397646,mse,333
668,0.7843400127627206,mae,334
669,0.7843008350899601,mse,334
670,0.7858480534872551,mae,335
671,0.7937571961924433,mse,335
672,0.7771506449766248,mae,336
673,0.7774898361160383,mse,336
674,0.7864589636352799,mae,337
675,0.78766460790455,mse,337
676,0.7853133441311722,mae,338
677,0.7894629562732736,mse,338
678,0.7832446404983187,mae,339
679,0.7931082938985716,mse,339
680,0.7788107395017092,mae,340
681,0.7720278906483193,mse,340
682,0.7789651082832376,mae,341
683,0.7831020159109761,mse,341
684,0.7749349196819963,mae,342
685,0.7840255200038744,mse,342
686,0.7928002939419019,mae,343
687,0.794373721167474,mse,343
688,0.784547754861185,mae,344
689,0.7841585073746922,mse,344
690,0.7808340099500743,mae,345
691,0.7713765471873548,mse,345
692,0.7872659563709263,mae,346
693,0.7819889309756443,mse,346
694,0.7828389877566267,mae,347
695,0.788338486388364,mse,347
696,0.7746412690241433,mae,348
697,0.7741789550293308,mse,348
698,0.7672183931630701,mae,349
699,0.8023818270900556,mse,349
700,0.7896702256357708,mae,350
701,0.7974050236475553,mse,350
702,0.7906095526746127,mae,351
703,0.7849288587769286,mse,351
704,0.7943449176853299,mae,352
705,0.7870958069835832,mse,352
706,0.7733774034055665,mae,353
707,0.7820176025276357,mse,353
708,0.7802071864993048,mae,354
709,0.7798374884533825,mse,354
710,0.7828931349740742,mae,355
711,0.7797092068039293,mse,355
712,0.7755023544436022,mae,356
713,0.7952617810500877,mse,356
714,0.7902225014228732,mae,357
715,0.7763667714447764,mse,357
716,0.7904762940997963,mae,358
717,0.795415245398734,mse,358
718,0.7962314114835367,mae,359
719,0.7928216341253986,mse,359
720,0.7894765810540212,mae,360
721,0.7913871887074095,mse,360
722,0.7887307015719107,mae,361
723,0.7861657532854402,mse,361
724,0.7850103259901511,mae,362
725,0.7884046208324994,mse,362
726,0.7894265175043413,mae,363
727,0.7797726664102957,mse,363
728,0.7823064808259275,mae,364
729,0.7929892390111751,mse,364
730,0.7930290589116039,mae,365
731,0.7755957118770243,mse,365
732,0.7898099860091305,mae,366
733,0.7720295982909893,mse,366
734,0.7840595821026299,mae,367
735,0.7816341705378268,mse,367
736,0.7966827739785796,mae,368
737,0.7956377060599118,mse,368
738,0.7846888572657318,mae,369
739,0.7900920805777911,mse,369
740,0.7939401093157912,mae,370
741,0.7862047949962218,mse,370
742,0.7919058551313377,mae,371
743,0.7986092913515042,mse,371
744,0.7839361375312301,mae,372
745,0.7838553444018148,mse,372
746,0.7946940848897504,mae,373
747,0.7858356710693559,mse,373
748,0.775089693830553,mae,374
749,0.7904014090788948,mse,374
750,0.7808616234164757,mae,375
751,0.7827693952583955,mse,375
752,0.787264461887399,mae,376
753,0.7836350159814969,mse,376
754,0.7813374493123667,mae,377
755,0.7919522695819703,mse,377
756,0.7810620110903329,mae,378
757,0.7744754496602325,mse,378
758,0.7928702060876058,mae,379
759,0.7836256509655042,mse,379
760,0.7970434734506417,mae,380
761,0.7829990747382664,mse,380
762,0.7809378733999105,mae,381
763,0.7747285281972398,mse,381
764,0.7956490526300223,mae,382
765,0.7854782983471972,mse,382
766,0.7853244983602193,mae,383
767,0.7849925554214119,mse,383
768,0.7911159108693323,mae,384
769,0.7926325894376581,mse,384
770,0.7906623515411993,mae,385
771,0.7766256969348988,mse,385
772,0.7927549340778093,mae,386
773,0.7917630132452821,mse,386
774,0.7886423215086287,mae,387
775,0.7755323805948191,mse,387
776,0.7849705442179643,mae,388
777,0.7812539379658989,mse,388
778,0.7745861469369268,mae,389
779,0.7799943760393278,mse,389
780,0.7716659232985247,mae,390
781,0.785010191667209,mse,390
782,0.7835041750891004,mae,391
783,0.783263653451871,mse,391
784,0.7828215190842054,mae,392
785,0.7805470598954283,mse,392
786,0.7891456089955458,mae,393
787,0.7869660312416391,mse,393
788,0.7840600414875876,mae,394
789,0.7822378648810249,mse,394
790,0.7921465182769141,mae,395
791,0.7882322801447995,mse,395
792,0.7789549961470157,mae,396
793,0.7863591592957662,mse,396
794,0.7886183451400525,mae,397
795,0.7727977835691804,mse,397
796,0.7834256838758874,mae,398
797,0.7831237723631671,mse,398
798,0.7925234952522628,mae,399
799,0.7840994383095425,mse,399
800,0.7893842411382452,mae,400
801,0.7903846884478303,mse,400
802,0.7755702804279788,mae,401
803,0.7758522666573301,mse,401
804,0.7872961982274618,mae,402
805,0.7818784788771765,mse,402
806,0.7785331728955946,mae,403
807,0.7803209235917361,mse,403
808,0.7767665002457891,mae,404
809,0.7837085776873929,mse,404
810,0.7800349912925074,mae,405
811,0.7740587528253227,mse,405
812,0.7792952232141147,mae,406
813,0.7780033392824073,mse,406
814,0.7760473800433358,mae,407
815,0.7737673191703492,mse,407
816,0.7898439858111377,mae,408
817,0.7902637381602933,mse,408
818,0.7930998178238096,mae,409
819,0.7835533323702488,mse,409
820,0.7835037934917923,mae,410
821,0.7841221488573025,mse,410
822,0.7921098337119654,mae,411
823,0.7791514884986517,mse,411
824,0.788479235932729,mae,412
825,0.7969059345588362,mse,412
826,0.781851850413738,mae,413
827,0.7836058445166786,mse,413
828,0.7768135502644071,mae,414
829,0.7802629883767923,mse,414
830,0.7970039031736939,mae,415
831,0.7843065459414565,mse,415
832,0.7870611900422594,mae,416
833,0.794979156512114,mse,416
834,0.7893430157107808,mae,417
835,0.7896283428405881,mse,417
836,0.7871069640497876,mae,418
837,0.782741817240155,mse,418
838,0.7961213816124857,mae,419
839,0.7814056560235635,mse,419
840,0.7899113763929947,mae,420
841,0.7762206034927177,mse,420
842,0.7854701511939687,mae,421
843,0.7771005724722658,mse,421
844,0.7938219551545929,mae,422
845,0.7961312187125575,mse,422
846,0.7875958090712933,mae,423
847,0.7772936073501924,mse,423
848,0.7903012570310525,mae,424
849,0.7769660721646542,mse,424
850,0.7899265829438866,mae,425
851,0.7933599153870368,mse,425
852,0.7768836525620455,mae,426
853,0.7968815840548447,mse,426
854,0.7858424450543636,mae,427
855,0.7896749490232604,mse,427
856,0.783113667798599,mae,428
857,0.7725176807256828,mse,428
858,0.791834280569327,mae,429
859,0.7741696694263703,mse,429
860,0.7911041536314828,mae,430
861,0.7888903313307091,mse,430
862,0.7926011017735857,mae,431
863,0.7783824598778782,mse,431
864,0.788215603481545,mae,432
865,0.7936712391174361,mse,432
866,0.7771789510865508,mae,433
867,0.7797162957704018,mse,433
868,0.7922208345644074,mae,434
869,0.7835914270973958,mse,434
870,0.7771007936206147,mae,435
871,0.7944737461868621,mse,435
872,0.7878942471330537,mae,436
873,0.7921161817122072,mse,436
874,0.7785551713090295,mae,437
875,0.7751134271986125,mse,437
876,0.777155791293272,mae,438
