,Score,Random State,Number of Features
245,0.620405133489282,18,50
246,0.6054913669093402,18,100
247,0.5272688930870636,19,2
248,0.7083817884042761,19,3
249,0.7798643546934156,19,4
250,0.7665316815467574,19,5
251,0.7445760504609994,19,6
252,0.755005593293538,19,7
253,0.7114874666841591,19,8
254,0.7339312061043456,19,9
255,0.7155005102454877,19,10
256,0.6763495820237034,19,15
257,0.7008904887921446,19,20
258,0.6473754068457832,19,50
259,0.5993223936583192,19,100
260,0.36199711419594627,20,2
261,0.29860233241919887,20,3
262,0.31944653850415805,20,4
263,0.29569237384784053,20,5
264,0.34305472180093477,20,6
265,0.4325293268577831,20,7
266,0.4307435534765076,20,8
267,0.48028088928761037,20,9
268,0.4642617990603134,20,10
269,0.512423111852786,20,15
270,0.5021885122885299,20,20
271,0.6157683865975971,20,50
272,0.5830146251772106,20,100
273,0.6703710010725978,21,2
274,0.7030474028008911,21,3
275,0.7615729158415083,21,4
276,0.7193740963445834,21,5
277,0.7348952472860221,21,6
278,0.7216835411423737,21,7
279,0.6996808929605185,21,8
280,0.719195755836729,21,9
281,0.707026768963201,21,10
282,0.7258340627306479,21,15
283,0.7089212729231716,21,20
284,0.6408800407012663,21,50
285,0.5702801187249338,21,100
286,0.3002737339042677,22,2
287,0.41925460330491693,22,3
288,0.4674556063993326,22,4
289,0.4683818756185685,22,5
290,0.5135337209332551,22,6
291,0.5507322689118841,22,7
292,0.531711947742451,22,8
293,0.5390894840223468,22,9
294,0.5354504127661173,22,10
295,0.591864882921822,22,15
296,0.6820851756170004,22,20
297,0.6134946660764845,22,50
298,0.6307768704827306,22,100
299,0.5403733815576521,23,2
300,0.7054676077768458,23,3
301,0.7058328779420759,23,4
302,0.7526926267246756,23,5
303,0.728106679030881,23,6
304,0.7556970827637549,23,7
305,0.7314298552579028,23,8
306,0.760167909321819,23,9
307,0.7416732185140485,23,10
308,0.6721663678634553,23,15
309,0.667050111886677,23,20
310,0.6181578897649119,23,50
311,0.6113041728209083,23,100
312,0.45106859131909816,24,2
313,0.4574075563800031,24,3
314,0.3860673282797764,24,4
315,0.4917407596640212,24,5
316,0.520023778873556,24,6
317,0.5154018984507258,24,7
318,0.512276378687315,24,8
319,0.5053436931815878,24,9
320,0.5143356534490002,24,10
321,0.5182235111331779,24,15
322,0.5674405555471937,24,20
323,0.5648640433364349,24,50
324,0.584774955390828,24,100
325,0.4890885782791127,25,2
326,0.6136776377370396,25,3
327,0.7661577697818391,25,4
328,0.7708799355226641,25,5
329,0.7339317051902745,25,6
330,0.7184849364872108,25,7
331,0.7281767669275145,25,8
332,0.7327045909747969,25,9
333,0.7320281314627634,25,10
334,0.6923688336943239,25,15
335,0.6451994793097745,25,20
336,0.6350526256325271,25,50
337,0.6412580565429686,25,100
338,0.26077425149983113,26,2
339,0.6153622729816537,26,3
340,0.6898321374647561,26,4
341,0.6946078267959706,26,5
342,0.7165267368263715,26,6
343,0.6964956613777623,26,7
344,0.6972899731181583,26,8
345,0.6806317258887173,26,9
346,0.7097138412475803,26,10
347,0.6805736927074828,26,15
348,0.6704576573688086,26,20
349,0.6259518187166322,26,50
350,0.5928981065272236,26,100
351,0.4771383390524312,27,2
352,0.4986675780782771,27,3
353,0.575390506547921,27,4
354,0.5519374638796012,27,5
355,0.5521048444523806,27,6
356,0.5788499245243207,27,7
357,0.5818530440056671,27,8
358,0.5601504869457309,27,9
359,0.5964977958328386,27,10
360,0.5748515760129737,27,15
361,0.5960221868077182,27,20
362,0.5970118140842654,27,50
363,0.6403253979065416,27,100
364,0.47160333505589547,28,2
365,0.6612096762010262,28,3
366,0.733496372602894,28,4
367,0.7170100944799747,28,5
368,0.7460920896769581,28,6
369,0.7060061985581213,28,7
370,0.6913348522144613,28,8
371,0.6708330831781408,28,9
372,0.6677760604482628,28,10
373,0.6843539299575079,28,15
374,0.6739921405786584,28,20
375,0.6215825287002961,28,50
376,0.6039826868356393,28,100
377,0.37529215669876215,29,2
378,0.66486659194905,29,3
379,0.7067790152322089,29,4
380,0.7069749326681288,29,5
381,0.7004530079294542,29,6
382,0.6858805704441453,29,7
383,0.6856213173877657,29,8
384,0.6926950106803708,29,9
385,0.671385836316702,29,10
386,0.7235130006900004,29,15
387,0.6965246621671772,29,20
388,0.6426755109617381,29,50
389,0.5994262749628327,29,100
390,0.30090231889142915,30,2
391,0.47398216685948336,30,3
392,0.5044755534742853,30,4
393,0.5110056511923662,30,5
394,0.5593940109423137,30,6
395,0.5425052701314869,30,7
396,0.48441832035815235,30,8
397,0.7187429549191033,30,9
398,0.6867977701469394,30,10
399,0.6962091618375446,30,15
400,0.6425882773629557,30,20
401,0.6023095483193837,30,50
402,0.5787546942965772,30,100
403,0.18857077764422914,31,2
404,0.6981223042073367,31,3
405,0.7367494799395575,31,4
406,0.7029314837394859,31,5
407,0.6640064365990517,31,6
408,0.7424269877732814,31,7
409,0.7132274474176268,31,8
410,0.6903571500676948,31,9
411,0.6932640542268046,31,10
412,0.6933250360922639,31,15
413,0.6741002674572372,31,20
414,0.6557113462879567,31,50
415,0.5755841414342856,31,100
416,0.38860522241787887,32,2
417,0.44814618687763974,32,3
418,0.49789665245838977,32,4
419,0.5245589719112314,32,5
420,0.5354825786497656,32,6
421,0.5537478695233696,32,7
422,0.5599583439811658,32,8
423,0.5700867704867122,32,9
424,0.5593483720053318,32,10
425,0.5541537317854999,32,15
426,0.5862183496935318,32,20
427,0.5828878141505427,32,50
428,0.6275472768178527,32,100
429,0.20944447040641,33,2
430,0.42238853068660154,33,3
431,0.46920892834710615,33,4
432,0.4782717840298595,33,5
433,0.4752614051393199,33,6
434,0.48174279937363285,33,7
435,0.46958335546120333,33,8
436,0.4365289241991628,33,9
437,0.541727888543658,33,10
438,0.5152404025558741,33,15
439,0.5504468853795428,33,20
440,0.5556630641669985,33,50
441,0.5528931446955416,33,100
442,0.5667348174739837,34,2
443,0.7081061595451554,34,3
444,0.7252833565160752,34,4
445,0.7081284182862249,34,5
446,0.7137734826105326,34,6
447,0.7209598812236016,34,7
448,0.7036906905155813,34,8
449,0.7110352527242145,34,9
450,0.7141003908054613,34,10
451,0.6559239292529211,34,15
452,0.6961678337840443,34,20
453,0.6614095653569649,34,50
454,0.6030329856921166,34,100
455,0.42811607725791434,35,2
456,0.5117354002284111,35,3
457,0.5114945944645781,35,4
458,0.7511326784155723,35,5
459,0.7596323406854887,35,6
460,0.7131941104945425,35,7
461,0.7335727340522484,35,8
462,0.7296364622234273,35,9
463,0.7231254354906633,35,10
464,0.6540143386086319,35,15
465,0.6526285480299759,35,20
466,0.6217595839426536,35,50
467,0.5980326059674519,35,100
468,0.2874451509267556,36,2
469,0.35937390752968335,36,3
470,0.3720443008810126,36,4
471,0.3940800549493111,36,5
472,0.433210183425913,36,6
473,0.5156794473667485,36,7
474,0.5039332247324304,36,8
475,0.5215964730407611,36,9
476,0.5669643422695028,36,10
477,0.5963798782963942,36,15
478,0.582100531777219,36,20
479,0.625675218678653,36,50
480,0.5984307189933797,36,100
481,0.3183519792595978,37,2
482,0.3466531475382615,37,3
483,0.46393895798219564,37,4
484,0.4727166098330928,37,5
485,0.4834878373445818,37,6
486,0.5521391331030967,37,7
487,0.5473348713640229,37,8
488,0.5473222367719377,37,9
489,0.5727822767881899,37,10
490,0.7278467169724954,37,15
491,0.6675334283064185,37,20
492,0.6237471564460848,37,50
493,0.6202898476077257,37,100
494,0.6026457077465515,38,2
495,0.7579873453510717,38,3
496,0.7530090881958917,38,4
497,0.7583689961858042,38,5
498,0.7390481448173631,38,6
499,0.7181054960630344,38,7
500,0.7215926253597231,38,8
501,0.7186526233301421,38,9
502,0.7159988746102108,38,10
503,0.6822440465675086,38,15
504,0.6726995636968853,38,20
505,0.6468464791658923,38,50
506,0.6016843439556994,38,100
507,0.4732996081178411,39,2
508,0.5290194304615428,39,3
509,0.5127790623699673,39,4
510,0.5449586794460121,39,5
511,0.5125034987584173,39,6
512,0.5150698518982191,39,7
513,0.5059687020474828,39,8
514,0.5081707144719402,39,9
515,0.5126240746962027,39,10
516,0.5529084665266463,39,15
517,0.682250411766247,39,20
518,0.6721071498452769,39,50
519,0.6047339598322891,39,100
520,0.30879818885745014,40,2
521,0.36915300174377375,40,3
522,0.4287913551842184,40,4
523,0.39232402691723156,40,5
524,0.39755434668128586,40,6
525,0.46474265872546516,40,7
526,0.4509540198028503,40,8
527,0.4886032724810474,40,9
528,0.5191546447203561,40,10
529,0.6665792559761934,40,15
530,0.701326598430873,40,20
531,0.6408148813879428,40,50
532,0.5915255962079752,40,100
533,0.39942061656000427,41,2
534,0.7396200932910146,41,3
535,0.7353892800662993,41,4
536,0.703321400212005,41,5
537,0.6989710474584707,41,6
538,0.7392464516124252,41,7
539,0.7292931407385561,41,8
540,0.7146230894861318,41,9
541,0.7148700971321387,41,10
542,0.7193155222416756,41,15
543,0.6877845286332855,41,20
544,0.6262774270018074,41,50
545,0.5952328870740629,41,100
546,0.3798722341850138,42,2
547,0.4143569249428276,42,3
548,0.4236122867142591,42,4
549,0.4604225721717723,42,5
550,0.49196013153390183,42,6
551,0.48925532514913994,42,7
552,0.49625000480100967,42,8
553,0.4800737525420481,42,9
554,0.4596210871676709,42,10
555,0.5326911798328557,42,15
556,0.5669875367185995,42,20
557,0.5524789413052739,42,50
558,0.6292577449001828,42,100
559,0.6782122066804235,43,2
560,0.6789845517597357,43,3
561,0.6937950925819123,43,4
562,0.7130152614535061,43,5
563,0.6983013574885812,43,6
564,0.7225120464087074,43,7
565,0.6855242586758372,43,8
566,0.6999819880985241,43,9
567,0.6837323311705404,43,10
568,0.6474187015166561,43,15
569,0.6641691913655179,43,20
570,0.6236818271895099,43,50
571,0.6320466088673397,43,100
572,0.35744627334118106,44,2
573,0.4862719585276347,44,3
574,0.47758758696302883,44,4
575,0.7358986629338042,44,5
576,0.7314830262421372,44,6
577,0.7496474102690969,44,7
578,0.7580631695099758,44,8
579,0.7231262780764781,44,9
580,0.7196525238106242,44,10
581,0.7061648087335473,44,15
582,0.6606892709866452,44,20
583,0.6692796644434227,44,50
584,0.5968129136514417,44,100
585,0.27672574383015325,45,2
586,0.3632469668366788,45,3
587,0.562958277795862,45,4
588,0.5599883454809047,45,5
589,0.602130460709799,45,6
590,0.5854751265313138,45,7
591,0.5896621747082187,45,8
592,0.5775769556115143,45,9
593,0.5607479153763258,45,10
594,0.562590747621629,45,15
595,0.7055101422363801,45,20
596,0.6249530728083181,45,50
597,0.6011042212979248,45,100
598,0.37738959246557413,46,2
599,0.39587417748122455,46,3
600,0.45462934298864255,46,4
601,0.39106825222689556,46,5
602,0.43144186150708785,46,6
603,0.4125366070580059,46,7
604,0.6528491574927349,46,8
605,0.6874593282300866,46,9
606,0.7112151292950932,46,10
607,0.6969083323820418,46,15
608,0.651891078056543,46,20
609,0.6414051856209175,46,50
610,0.5780204002414804,46,100
611,0.32377191946800554,47,2
612,0.37378595174102236,47,3
613,0.3755401094766445,47,4
614,0.508635388832431,47,5
615,0.46845828608636675,47,6
616,0.5561659380908663,47,7
617,0.506371074105005,47,8
618,0.5049853082704798,47,9
619,0.5395940003512139,47,10
620,0.516841782079704,47,15
621,0.5370664007980397,47,20
622,0.6604602471121084,47,50
623,0.5860357578746972,47,100
624,0.2749173356914417,48,2
625,0.31084612738415773,48,3
626,0.711150086857088,48,4
627,0.732678590539929,48,5
628,0.7292981582692356,48,6
629,0.7222861372735561,48,7
630,0.7421372679428624,48,8
631,0.7555904614699179,48,9
632,0.7134333394286789,48,10
633,0.6775487745773557,48,15
634,0.6884158344562539,48,20
635,0.6166367940385047,48,50
636,0.5790034281910597,48,100
637,0.5201694851324679,49,2
638,0.7037580029759803,49,3
639,0.7402856993721774,49,4
640,0.7578070113653865,49,5
641,0.7607730717762051,49,6
642,0.7703995089092053,49,7
643,0.7576445433828047,49,8
644,0.7550551831705739,49,9
645,0.7578533432846286,49,10
646,0.7150614078418004,49,15
647,0.6968571789183009,49,20
648,0.6189446839165395,49,50
649,0.6036519550013747,49,100
650,0.35064655476966944,50,2
651,0.3901845183054027,50,3
652,0.3656461980688279,50,4
653,0.33632349490741176,50,5
654,0.4551630182166775,50,6
655,0.44819770243361656,50,7
656,0.5334596271788632,50,8
657,0.732032864031888,50,9
658,0.7327242438231698,50,10
659,0.7092712925168199,50,15
660,0.6348477026546422,50,20
661,0.617569504735138,50,50
662,0.6176601486637407,50,100
663,0.33105506023972087,51,2
664,0.7045772062589801,51,3
665,0.6907787432756382,51,4
666,0.6456538068230947,51,5
667,0.7233078594892625,51,6
668,0.7117215935988372,51,7
669,0.6971950022547594,51,8
670,0.7096845665286362,51,9
671,0.716490895454976,51,10
672,0.6742641502361855,51,15
673,0.6571729111223275,51,20
674,0.6352329970705327,51,50
675,0.6141286919524475,51,100
676,0.3004067415322209,52,2
677,0.3397728495246719,52,3
678,0.45946265722658397,52,4
679,0.5426640069741255,52,5
680,0.5014356685785806,52,6
681,0.5247885257430263,52,7
682,0.543234800254395,52,8
683,0.5501669513681685,52,9
684,0.5582139734000271,52,10
685,0.5550366649168729,52,15
686,0.5261471592804333,52,20
687,0.621404895091564,52,50
688,0.6052313380478627,52,100
689,0.17747749821884984,53,2
690,0.5372063252819822,53,3
691,0.6172304060611142,53,4
692,0.6343879867077444,53,5
693,0.635922784971872,53,6
694,0.6378088151162259,53,7
695,0.6747572674099334,53,8
696,0.6294372986461607,53,9
697,0.6390638683173675,53,10
698,0.6877060151643597,53,15
699,0.6364024916714249,53,20
700,0.6329189181357359,53,50
701,0.6302058582852641,53,100
702,0.5051320441126754,54,2
703,0.685803760608727,54,3
704,0.6870116293210091,54,4
705,0.6611638014858585,54,5
706,0.7166023656180347,54,6
707,0.7470797025405882,54,7
708,0.7154511217988103,54,8
709,0.7434994952512427,54,9
710,0.7452159523516767,54,10
711,0.6567375717995529,54,15
712,0.6874599697420677,54,20
713,0.6493070485730393,54,50
714,0.5954534582654776,54,100
715,0.22317444211787296,55,2
716,0.6265171574598005,55,3
717,0.7258442861924619,55,4
718,0.7197668340391923,55,5
719,0.6780801318906688,55,6
720,0.7417302560664021,55,7
721,0.7336343603317319,55,8
722,0.7246014106135985,55,9
723,0.717927486168879,55,10
724,0.6938755009422368,55,15
725,0.6741368453764953,55,20
726,0.639632085708898,55,50
727,0.6090498738284251,55,100
728,0.3969245730494497,56,2
729,0.48793769359993855,56,3
730,0.43394380173268343,56,4
731,0.4393026538029936,56,5
732,0.4768063728895291,56,6
733,0.4891202192430284,56,7
734,0.5153788199508986,56,8
735,0.5919297116755903,56,9
736,0.5669575659088366,56,10
737,0.5853639057797277,56,15
738,0.5293055274979332,56,20
739,0.5794106774649173,56,50
740,0.58011722905454,56,100
741,0.5972929633935137,57,2
742,0.6681824379958796,57,3
743,0.6815426557460272,57,4
744,0.6781367478117488,57,5
745,0.7385062655026491,57,6
746,0.7235381751456682,57,7
747,0.7434043186945907,57,8
748,0.7436132802134117,57,9
749,0.6918353775719894,57,10
750,0.6984827703952371,57,15
751,0.6662766891206258,57,20
752,0.6268121063261894,57,50
753,0.5932242068878665,57,100
754,0.29040686397587545,58,2
755,0.3665610318274578,58,3
756,0.40045443739764197,58,4
757,0.43836243143116893,58,5
758,0.47715937734466773,58,6
759,0.47587621409732306,58,7
760,0.5434119932782608,58,8
761,0.5184804234825097,58,9
762,0.5137820761162004,58,10
763,0.5418887285256393,58,15
764,0.5930638695070147,58,20
765,0.6683763278735741,58,50
766,0.601106100142778,58,100
767,0.3819238456618931,59,2
768,0.37765910637520095,59,3
769,0.6784042712947214,59,4
770,0.6968736545301913,59,5
771,0.6596187550531343,59,6
772,0.6833669511859468,59,7
773,0.6796054074048563,59,8
774,0.7043100178500457,59,9
775,0.6906430686069467,59,10
776,0.7334254304181999,59,15
777,0.6657327837770128,59,20
778,0.639581909997718,59,50
779,0.6034754506811817,59,100
780,0.5521197421092721,60,2
781,0.6356923738217516,60,3
782,0.6985675991683873,60,4
783,0.6701200871589987,60,5
784,0.7019806911781772,60,6
785,0.7198316991997877,60,7
786,0.7199958033714179,60,8
787,0.7207090481257583,60,9
788,0.680144952577119,60,10
789,0.7010800508917753,60,15
790,0.6876912339148765,60,20
791,0.6457098547589735,60,50
792,0.6265891612485588,60,100
793,0.34901731541886394,61,2
794,0.3949349888294882,61,3
795,0.482656765700078,61,4
796,0.47543161074897156,61,5
797,0.4966848540682943,61,6
798,0.48917133113885014,61,7
799,0.5259694848684433,61,8
800,0.5071946216109051,61,9
801,0.519959751569251,61,10
802,0.6890174982322048,61,15
803,0.663199170281429,61,20
804,0.6336858403587776,61,50
805,0.5948823580842519,61,100
806,0.3848703460572075,62,2
807,0.4662051922638256,62,3
808,0.6145791785683912,62,4
809,0.7048065867519595,62,5
810,0.7076153988793306,62,6
811,0.6763372350673689,62,7
812,0.7175810976915957,62,8
813,0.7257414718851416,62,9
814,0.6932805781960099,62,10
815,0.6793628123668625,62,15
816,0.6635919594098574,62,20
817,0.6562278832081269,62,50
818,0.5916509138106133,62,100
819,0.3526639478957526,63,2
820,0.3235656269186532,63,3
821,0.3624563926556408,63,4
822,0.39459012976962227,63,5
823,0.5692410558804928,63,6
824,0.5841612436504255,63,7
825,0.7467877600603126,63,8
826,0.7304715216190842,63,9
827,0.7236801670785071,63,10
828,0.712768949546766,63,15
829,0.7032491788131449,63,20
830,0.6391650816654357,63,50
831,0.5841598230633263,63,100
832,0.406939763593385,64,2
833,0.3536282194958885,64,3
834,0.3858335795997855,64,4
835,0.5009575981674881,64,5
836,0.5100898946895469,64,6
837,0.5336609106109476,64,7
838,0.5337544686674204,64,8
839,0.5128388269258326,64,9
840,0.5302298853035374,64,10
841,0.6676398176371634,64,15
842,0.6512208930967437,64,20
843,0.6455481082959316,64,50
844,0.575555751742971,64,100
845,0.4777020221726236,65,2
846,0.42924277803336164,65,3
847,0.45649906936406515,65,4
848,0.4929904285025992,65,5
849,0.4909804189982413,65,6
850,0.7099226821104883,65,7
851,0.692606898550773,65,8
852,0.6744667307206202,65,9
853,0.6774958547712209,65,10
854,0.6996108486871617,65,15
855,0.6815864299690861,65,20
856,0.6451393278084869,65,50
857,0.6008625718820944,65,100
858,0.09684690699042509,66,2
859,0.5276784522929815,66,3
860,0.7475784876911451,66,4
861,0.7266414133801953,66,5
862,0.7176060611224073,66,6
863,0.7423497515275645,66,7
864,0.7447580644220435,66,8
865,0.6852731112360939,66,9
866,0.6946821144271407,66,10
867,0.6997147748463718,66,15
868,0.7091959118902198,66,20
869,0.6339085599337242,66,50
870,0.5884686271077195,66,100
871,0.2600112201512116,67,2
872,0.6443752989073297,67,3
873,0.629125120565267,67,4
874,0.6782101888232219,67,5
875,0.7055639714109065,67,6
876,0.7000752848930255,67,7
877,0.7064213202662054,67,8
878,0.6967872335897309,67,9
879,0.7293123265402062,67,10
880,0.6924255352867924,67,15
881,0.667813032281452,67,20
882,0.6205462807676667,67,50
883,0.5886730036723493,67,100
884,0.3309271356339213,68,2
885,0.4397209117129435,68,3
886,0.4159352512435418,68,4
887,0.47072571501925065,68,5
888,0.48351342860138335,68,6
889,0.5283781833366915,68,7
890,0.5446971717316083,68,8
891,0.5237714196744481,68,9
892,0.5498743045804724,68,10
893,0.5554433016552898,68,15
894,0.5685160400855855,68,20
895,0.6290450133688775,68,50
896,0.6013128271955176,68,100
897,0.2111313050171436,69,2
898,0.39646126320623354,69,3
899,0.4013636560736026,69,4
900,0.43761320109480306,69,5
901,0.6585911644767346,69,6
902,0.6777888757668071,69,7
903,0.6631187593816041,69,8
904,0.6864358982237357,69,9
905,0.6728975910874029,69,10
906,0.6488717133701061,69,15
907,0.6516697438050446,69,20
908,0.6394090750327933,69,50
909,0.6015035448891403,69,100
910,0.38632589644545545,70,2
911,0.42147353830974643,70,3
912,0.4042203173415948,70,4
913,0.47801562270602005,70,5
914,0.4926405211276993,70,6
915,0.5783408024411194,70,7
916,0.5708221524068218,70,8
917,0.5489544045783692,70,9
918,0.5844388172795272,70,10
919,0.5995171017204679,70,15
920,0.6976902822645281,70,20
921,0.6579583966578915,70,50
922,0.6393756952260463,70,100
923,0.4358743966205584,71,2
924,0.38501162962267255,71,3
925,0.4066952878219141,71,4
926,0.5297303038871112,71,5
927,0.46769649968054694,71,6
928,0.5104302155818803,71,7
929,0.5215105867252396,71,8
930,0.5228640927588319,71,9
931,0.5429124972609037,71,10
932,0.6411427562286421,71,15
933,0.6347542500775163,71,20
934,0.6292717613564278,71,50
935,0.5842424998984812,71,100
