,Score,Random State,Number of Features
2784,0.6581557813584795,214,4
2785,0.6564146458110209,214,5
2786,0.7140309838904102,214,6
2787,0.6827963802917911,214,7
2788,0.6846032089162528,214,8
2789,0.6995771563472966,214,9
2790,0.7197701640763798,214,10
2791,0.7079651706409917,214,15
2792,0.6770072383476307,214,20
2793,0.6269753696388923,214,50
2794,0.6149574638277197,214,100
2795,0.3913167982546677,215,2
2796,0.5020529040324073,215,3
2797,0.7492715002393693,215,4
2798,0.7379981963924082,215,5
2799,0.7026109036352667,215,6
2800,0.6878061075755101,215,7
2801,0.6968806832050175,215,8
2802,0.6953002783665396,215,9
2803,0.6920044456811563,215,10
2804,0.6735838929985033,215,15
2805,0.647334969931554,215,20
2806,0.6293456311493031,215,50
2807,0.5980816060178811,215,100
2808,0.34752804426550277,216,2
2809,0.40867719959486115,216,3
2810,0.4692085263896869,216,4
2811,0.5280930214785419,216,5
2812,0.5804302761340152,216,6
2813,0.5653859936451309,216,7
2814,0.5631489487744531,216,8
2815,0.5459090869976423,216,9
2816,0.5525144079062192,216,10
2817,0.5882502977524655,216,15
2818,0.5741393579960592,216,20
2819,0.6683419573991405,216,50
2820,0.6299176744655737,216,100
2821,0.5597809672377478,217,2
2822,0.6414316366877303,217,3
2823,0.7003787706345936,217,4
2824,0.7358708353546375,217,5
2825,0.7006902945761732,217,6
2826,0.7097008690498853,217,7
2827,0.6916231321355382,217,8
2828,0.7097570949777585,217,9
2829,0.6952541072770364,217,10
2830,0.7089250345303364,217,15
2831,0.7142293706366678,217,20
2832,0.6518224327011615,217,50
2833,0.6353268644951124,217,100
2834,0.3935100813833432,218,2
2835,0.5422010099562224,218,3
2836,0.5470367251659948,218,4
2837,0.5395274427611998,218,5
2838,0.547117024106371,218,6
2839,0.5465713088445694,218,7
2840,0.5489534995427051,218,8
2841,0.5632508737537957,218,9
2842,0.5662043907261047,218,10
2843,0.6273157628399242,218,15
2844,0.6599070552559654,218,20
2845,0.6136452222242231,218,50
2846,0.5782536736772346,218,100
2847,0.21563443188375064,219,2
2848,0.43565006620631885,219,3
2849,0.5019709093937146,219,4
2850,0.46744302553179695,219,5
2851,0.48348863569106515,219,6
2852,0.4535758387899834,219,7
2853,0.4603253844946348,219,8
2854,0.5073380763519315,219,9
2855,0.48838871922588933,219,10
2856,0.547949096660381,219,15
2857,0.7003855186140077,219,20
2858,0.6264844439174189,219,50
2859,0.5862209126213392,219,100
2860,0.46222124174149015,220,2
2861,0.7041302655123456,220,3
2862,0.6952862001706533,220,4
2863,0.6906323835143691,220,5
2864,0.6946419137366495,220,6
2865,0.7307936808323989,220,7
2866,0.6963367628204888,220,8
2867,0.7220969681381411,220,9
2868,0.7159781847312191,220,10
2869,0.69963434857323,220,15
2870,0.6878370380272734,220,20
2871,0.6217449345449749,220,50
2872,0.5961036014624945,220,100
2873,0.4622991533807289,221,2
2874,0.47584569241934715,221,3
2875,0.49607580643426585,221,4
2876,0.7211963338334857,221,5
2877,0.7183977509057926,221,6
2878,0.7265311884074975,221,7
2879,0.6662370276196268,221,8
2880,0.7188768519978774,221,9
2881,0.7210550166639367,221,10
2882,0.6687601982864807,221,15
2883,0.6446325493048877,221,20
2884,0.6465232944561938,221,50
2885,0.573055200594733,221,100
2886,0.4033254201082307,222,2
2887,0.5582071896425269,222,3
2888,0.5248261951879354,222,4
2889,0.5047693150968979,222,5
2890,0.5198772018580802,222,6
2891,0.5447039632969908,222,7
2892,0.5237055822619048,222,8
2893,0.5089450282970761,222,9
2894,0.5504570551172416,222,10
2895,0.5688187165894111,222,15
2896,0.5717278594912139,222,20
2897,0.664499687446602,222,50
2898,0.6293195155036732,222,100
2899,0.4589129241251766,223,2
2900,0.5128351030770709,223,3
2901,0.5101178016640973,223,4
2902,0.7500792025092902,223,5
2903,0.7176410534892124,223,6
2904,0.6954587893558714,223,7
2905,0.681608882188629,223,8
2906,0.7032554179008818,223,9
2907,0.6948498592023991,223,10
2908,0.7081553726702747,223,15
2909,0.6931098314620765,223,20
2910,0.6628409747838253,223,50
2911,0.6210365607338052,223,100
2912,0.4193102182734626,224,2
2913,0.6981174090006499,224,3
2914,0.6661149218228081,224,4
2915,0.7021991614864016,224,5
2916,0.6879683045464512,224,6
2917,0.6577779301300255,224,7
2918,0.6608213798412219,224,8
2919,0.6942910301779045,224,9
2920,0.6777552931351222,224,10
2921,0.6695344095943072,224,15
2922,0.6929205310089089,224,20
2923,0.624270104876083,224,50
2924,0.6079071462334238,224,100
2925,0.45673482696763457,225,2
2926,0.42043302615808986,225,3
2927,0.7101790621683134,225,4
2928,0.687117719506255,225,5
2929,0.6918628909557483,225,6
2930,0.6918364496237612,225,7
2931,0.6703015528917983,225,8
2932,0.6896487211366522,225,9
2933,0.6725413099299171,225,10
2934,0.688570325013981,225,15
2935,0.6625843913159579,225,20
2936,0.6589428865162551,225,50
2937,0.6043658426888283,225,100
2938,0.3379946716851683,226,2
2939,0.48695716047756077,226,3
2940,0.5689460355839796,226,4
2941,0.5434861287408064,226,5
2942,0.5506957203121698,226,6
2943,0.5652749019826224,226,7
2944,0.5514736566349079,226,8
2945,0.7395566667344087,226,9
2946,0.7374425114276246,226,10
2947,0.6996897154293504,226,15
2948,0.6906084495551339,226,20
2949,0.6436673376176465,226,50
2950,0.6203565055629907,226,100
2951,0.5896265361153168,227,2
2952,0.7173563167542795,227,3
2953,0.7032648712948035,227,4
2954,0.6946654289980873,227,5
2955,0.6942962877419845,227,6
2956,0.6540903786855192,227,7
2957,0.6396575847514704,227,8
2958,0.6946021718630483,227,9
2959,0.6884648741170154,227,10
2960,0.6563044497298106,227,15
2961,0.662562621868048,227,20
2962,0.6460301487820626,227,50
2963,0.6228196285730697,227,100
2964,0.30485005610113936,228,2
2965,0.4361634481255364,228,3
2966,0.4776433261848684,228,4
2967,0.5087657284759466,228,5
2968,0.5120627619478202,228,6
2969,0.4981720364741784,228,7
2970,0.4888249093170982,228,8
2971,0.4664952437725238,228,9
2972,0.5607911851745888,228,10
2973,0.5282719420321809,228,15
2974,0.6749350894051089,228,20
2975,0.6241332284087331,228,50
2976,0.6229508725318527,228,100
2977,0.47630768619846386,229,2
2978,0.6757822668280729,229,3
2979,0.7039687039102376,229,4
2980,0.729214723341767,229,5
2981,0.7185202354343598,229,6
2982,0.7181544531365078,229,7
2983,0.7155630085534909,229,8
2984,0.7163035184312628,229,9
2985,0.7021512298448087,229,10
2986,0.6849296253894386,229,15
2987,0.645618992330522,229,20
2988,0.6282893995539036,229,50
2989,0.6069200967461713,229,100
2990,0.4976942544923151,230,2
2991,0.5106691720627747,230,3
2992,0.5748165959370268,230,4
2993,0.5896903467749262,230,5
2994,0.6502272406204028,230,6
2995,0.635062604453676,230,7
2996,0.5878485570776832,230,8
2997,0.6282550551689741,230,9
2998,0.6035225028993121,230,10
2999,0.693654706316252,230,15
3000,0.6705692968214858,230,20
3001,0.6393039529626547,230,50
3002,0.5768975281002816,230,100
3003,0.18460235088859123,231,2
3004,0.3742288140478408,231,3
3005,0.4758998333078196,231,4
3006,0.5152236880580036,231,5
3007,0.5340408636049614,231,6
3008,0.7236487581430435,231,7
3009,0.7236539800363126,231,8
3010,0.7451178610235113,231,9
3011,0.7302889152841079,231,10
3012,0.6932668756229827,231,15
3013,0.7079380995161805,231,20
3014,0.6361354700293164,231,50
3015,0.6296385851773377,231,100
3016,0.5014178583942639,232,2
3017,0.4851972763438934,232,3
3018,0.5097608817425625,232,4
3019,0.5432042137081725,232,5
3020,0.5598010560359228,232,6
3021,0.5581125168557604,232,7
3022,0.5504414183079815,232,8
3023,0.5780397675334492,232,9
3024,0.5579393995767558,232,10
3025,0.5905682710049076,232,15
3026,0.7050948528688028,232,20
3027,0.640304107262863,232,50
3028,0.5753543739536087,232,100
3029,0.32037434793359065,233,2
3030,0.37656895605967666,233,3
3031,0.4206795572023926,233,4
3032,0.43042560157179477,233,5
3033,0.43372948518001775,233,6
3034,0.5024311464741373,233,7
3035,0.6518326535577312,233,8
3036,0.6496575110678138,233,9
3037,0.647706002522136,233,10
3038,0.6113588928472653,233,15
3039,0.5854318375830403,233,20
3040,0.6258724268183912,233,50
3041,0.577968863776281,233,100
3042,0.6825002250783765,234,2
3043,0.6762908170508408,234,3
3044,0.7006944380979189,234,4
3045,0.698238672827594,234,5
3046,0.7127480355260335,234,6
3047,0.7225085392222046,234,7
3048,0.748158685466281,234,8
3049,0.7296301435260633,234,9
3050,0.711899447842631,234,10
3051,0.6840934575787123,234,15
3052,0.6583157331219152,234,20
3053,0.6555549251441344,234,50
3054,0.6037013116226311,234,100
3055,0.5051162395660598,235,2
3056,0.5402503927747756,235,3
3057,0.4780726581713781,235,4
3058,0.7277515809260786,235,5
3059,0.7123720266052218,235,6
3060,0.7134264803601369,235,7
3061,0.7376173548582774,235,8
3062,0.7159153450290139,235,9
3063,0.6927777189790751,235,10
3064,0.6415714116393448,235,15
3065,0.6519973890622162,235,20
3066,0.6172625604316726,235,50
3067,0.5953031702653093,235,100
3068,0.3916915048941235,236,2
3069,0.40447786488872495,236,3
3070,0.455009040719517,236,4
3071,0.4577293823858011,236,5
3072,0.6883623015365752,236,6
3073,0.6586022080979632,236,7
3074,0.6468300054595055,236,8
3075,0.7155850608088792,236,9
3076,0.672147841547916,236,10
3077,0.6797400725294354,236,15
3078,0.6672128106756008,236,20
3079,0.6314532823568637,236,50
3080,0.6165874871266617,236,100
3081,0.15100092600528403,237,2
3082,0.6336799965687429,237,3
3083,0.7574781091832512,237,4
3084,0.7344443892134065,237,5
3085,0.7137152926626099,237,6
3086,0.7404511628355459,237,7
3087,0.723376518793359,237,8
3088,0.7143314332949848,237,9
3089,0.7163276949163225,237,10
3090,0.6873126094483817,237,15
3091,0.6819445312439836,237,20
3092,0.6269662782091799,237,50
3093,0.5635663449629231,237,100
3094,0.2753209018473909,238,2
3095,0.3791824910146778,238,3
3096,0.48549314330555093,238,4
3097,0.4930909489558406,238,5
3098,0.7140346829955727,238,6
3099,0.7203512771362144,238,7
3100,0.6943511844143775,238,8
3101,0.723148118137286,238,9
3102,0.7146362271430777,238,10
3103,0.6616950723276513,238,15
3104,0.6740083040659655,238,20
3105,0.6473602072796039,238,50
3106,0.6238260483027488,238,100
3107,0.3166157048871303,239,2
3108,0.4216669105092615,239,3
3109,0.4452136349166397,239,4
3110,0.7379982364598945,239,5
3111,0.7293843095575174,239,6
3112,0.70076613694553,239,7
3113,0.6898767494956525,239,8
3114,0.6904276791593172,239,9
3115,0.6837510061913101,239,10
3116,0.69072133253515,239,15
3117,0.6581230843522495,239,20
3118,0.6523461663343335,239,50
3119,0.5678586392439596,239,100
3120,0.46406111837816755,240,2
3121,0.5277483331174866,240,3
3122,0.551452328068758,240,4
3123,0.5908753570500194,240,5
3124,0.6173066170958035,240,6
3125,0.6322156475463306,240,7
3126,0.6275209135204802,240,8
3127,0.6138444779380128,240,9
3128,0.6029779590857189,240,10
3129,0.5819716853859065,240,15
3130,0.5687383682726486,240,20
3131,0.6548877430547233,240,50
3132,0.616298215651173,240,100
3133,0.5589631407572193,241,2
3134,0.6532940176734783,241,3
3135,0.7484847964347157,241,4
3136,0.7295603846342471,241,5
3137,0.7343036619282504,241,6
3138,0.6632297296757996,241,7
3139,0.6667178413480246,241,8
3140,0.6624883191201578,241,9
3141,0.7089330973982053,241,10
3142,0.688801826329315,241,15
3143,0.6773589620474318,241,20
3144,0.6414885537370179,241,50
3145,0.6499812893491048,241,100
3146,0.5325136349067592,242,2
3147,0.6958251012049628,242,3
3148,0.7179747484035117,242,4
3149,0.653108601866123,242,5
3150,0.7015902255812569,242,6
3151,0.6973389463870577,242,7
3152,0.6877276657852645,242,8
3153,0.6962242317271906,242,9
3154,0.7050307542446121,242,10
3155,0.6722293429248412,242,15
3156,0.6624597560999412,242,20
3157,0.6301887472383316,242,50
3158,0.6025792177866636,242,100
3159,0.40845272652823916,243,2
3160,0.5094228847428648,243,3
3161,0.5192018148531663,243,4
3162,0.5237623118678068,243,5
3163,0.5522300796388286,243,6
3164,0.517260938012714,243,7
3165,0.5687896125122354,243,8
3166,0.5586089740978244,243,9
3167,0.5837976014797681,243,10
3168,0.5558455499296063,243,15
3169,0.5724401422066416,243,20
3170,0.6233320081838003,243,50
3171,0.6119092334194269,243,100
3172,0.48520879683382545,244,2
3173,0.5160743640723937,244,3
3174,0.49590382924937626,244,4
3175,0.5464970353549313,244,5
3176,0.6836002463866304,244,6
3177,0.7057864827569168,244,7
3178,0.6986002963600627,244,8
3179,0.6876975041549158,244,9
3180,0.6859899440237349,244,10
3181,0.6384064546740842,244,15
3182,0.6542337326083731,244,20
3183,0.5906686500003147,244,50
3184,0.5911940600318554,244,100
3185,0.35778534205538937,245,2
3186,0.39063607106010867,245,3
3187,0.49580473281276505,245,4
3188,0.48322646641072886,245,5
3189,0.5286595719668857,245,6
3190,0.543583021719886,245,7
3191,0.5506243490319322,245,8
3192,0.5384541417857737,245,9
3193,0.5210618695751612,245,10
3194,0.5417944253075091,245,15
3195,0.6884815468057324,245,20
3196,0.605397941877418,245,50
3197,0.5960255375432335,245,100
3198,0.27956159063707187,246,2
3199,0.38953074767725593,246,3
3200,0.5531594340054913,246,4
3201,0.58719949591287,246,5
3202,0.5898556945611021,246,6
3203,0.5865969797731992,246,7
3204,0.5758823495508423,246,8
3205,0.5681429424120079,246,9
3206,0.5811227566468827,246,10
3207,0.5489202225301942,246,15
3208,0.5661498207683475,246,20
3209,0.5608556938562592,246,50
3210,0.5895486699619257,246,100
3211,0.3067683466650286,247,2
3212,0.29227953317587907,247,3
3213,0.4354890625928467,247,4
3214,0.4736788212914905,247,5
3215,0.5299065344198206,247,6
3216,0.5467316373624989,247,7
3217,0.540153456585571,247,8
3218,0.5646860807872304,247,9
3219,0.5915572209706328,247,10
3220,0.7086765479542674,247,15
3221,0.7128839635170339,247,20
3222,0.6518510670992432,247,50
3223,0.6207325587779751,247,100
3224,0.3436176747524573,248,2
3225,0.6862189815489451,248,3
3226,0.6794619334023918,248,4
3227,0.730739686621342,248,5
3228,0.706458545505475,248,6
3229,0.6857668037469113,248,7
3230,0.7073138873051703,248,8
3231,0.7105435078914035,248,9
3232,0.7321711186736767,248,10
3233,0.6960178148409852,248,15
3234,0.6847621981853977,248,20
3235,0.6270740885906987,248,50
3236,0.6114723560118216,248,100
3237,0.43884117890688645,249,2
3238,0.44700469779863894,249,3
3239,0.43805243853754094,249,4
3240,0.6298843214088978,249,5
3241,0.6571429592305151,249,6
3242,0.6539603776750387,249,7
3243,0.7201247597045346,249,8
3244,0.6927261903751696,249,9
3245,0.7065618472969876,249,10
3246,0.6516315504070295,249,15
3247,0.6450320249451006,249,20
3248,0.6332989882694855,249,50
3249,0.6139841791347822,249,100
3250,0.4894480051212614,250,2
3251,0.46508678575772466,250,3
3252,0.5357443058690657,250,4
3253,0.5092438420621788,250,5
3254,0.5088317528330795,250,6
3255,0.5337058705229418,250,7
3256,0.4956501590581943,250,8
3257,0.5031038355957853,250,9
3258,0.5133463852176257,250,10
3259,0.5328418464749338,250,15
3260,0.49437241175698754,250,20
3261,0.5573891309565142,250,50
3262,0.5071154460502568,250,100
3263,0.2566931257005092,251,2
3264,0.4464188474142293,251,3
3265,0.5091653665072251,251,4
3266,0.4812593694798881,251,5
3267,0.5142135976315367,251,6
3268,0.5290597135599777,251,7
3269,0.5028003815232422,251,8
3270,0.5385976110084089,251,9
3271,0.5771564219414651,251,10
3272,0.5859918858584567,251,15
3273,0.56910733480223,251,20
3274,0.6386285169695316,251,50
3275,0.6127169332191509,251,100
3276,0.49860430055766936,252,2
3277,0.6094114157541974,252,3
3278,0.6502257525622741,252,4
3279,0.6690254765039344,252,5
3280,0.635514868992582,252,6
3281,0.665981283952243,252,7
3282,0.6897254983452835,252,8
3283,0.6780486667147909,252,9
3284,0.6834774497829534,252,10
3285,0.6645225434470018,252,15
3286,0.6856088802174282,252,20
3287,0.6578187435648957,252,50
3288,0.6466882592492503,252,100
3289,0.504290350155133,253,2
3290,0.611418627001517,253,3
3291,0.5842638940787351,253,4
3292,0.7016286183663084,253,5
3293,0.6672909187927458,253,6
3294,0.6519185816770945,253,7
3295,0.6553361392612723,253,8
3296,0.64349282779437,253,9
3297,0.6597146823063538,253,10
3298,0.6538193961038274,253,15
3299,0.6339740548079826,253,20
3300,0.5945338691808586,253,50
3301,0.5620928660474218,253,100
3302,0.32570261303404857,254,2
3303,0.39417951008927343,254,3
3304,0.4169634882127814,254,4
3305,0.3966699417101798,254,5
3306,0.4411489556817715,254,6
3307,0.49973188677523317,254,7
3308,0.43849179718627374,254,8
3309,0.48533251941967603,254,9
3310,0.45883003763282415,254,10
3311,0.5000615125475171,254,15
3312,0.5288471814404525,254,20
3313,0.5472260285930389,254,50
3314,0.6187668008670073,254,100
3315,0.4622151176226428,255,2
3316,0.563646031367948,255,3
3317,0.7305019431637789,255,4
3318,0.7524138553389644,255,5
3319,0.7531185805186278,255,6
3320,0.7532964710836723,255,7
3321,0.7319703972562988,255,8
3322,0.7449959036988864,255,9
3323,0.7288067848874311,255,10
3324,0.7065453282889198,255,15
3325,0.6701672475966687,255,20
3326,0.6441116829566965,255,50
3327,0.6084810384741279,255,100
3328,0.5371648318341057,256,2
3329,0.6886799088223035,256,3
3330,0.7056806512190786,256,4
3331,0.701616053307863,256,5
3332,0.7117936778534975,256,6
3333,0.7039014781562842,256,7
3334,0.7165354551527608,256,8
3335,0.7132555204185949,256,9
3336,0.6929354001720153,256,10
3337,0.6677776863616143,256,15
3338,0.6644765095669742,256,20
3339,0.6269845102603657,256,50
3340,0.5969096419342133,256,100
3341,0.3483346434868948,257,2
3342,0.4392824385226204,257,3
3343,0.4999306289986075,257,4
3344,0.48811011168743146,257,5
3345,0.7078428846117986,257,6
3346,0.7171037337373818,257,7
3347,0.6872325413387245,257,8
3348,0.7047164744008292,257,9
3349,0.6936645706447679,257,10
3350,0.678061105483184,257,15
3351,0.7016746110196073,257,20
3352,0.6359377977402672,257,50
3353,0.6315021192328362,257,100
3354,0.419668132326511,258,2
3355,0.7211977975471646,258,3
3356,0.6941864972831154,258,4
3357,0.7111876445322256,258,5
3358,0.6918280325057566,258,6
3359,0.7134603376189751,258,7
3360,0.7225225345873111,258,8
3361,0.7233806216227237,258,9
3362,0.7004489135595803,258,10
3363,0.7028112882615223,258,15
3364,0.6758123431034478,258,20
3365,0.6151709761552921,258,50
3366,0.5995996197039817,258,100
3367,0.2777165178956075,259,2
3368,0.7036249805823858,259,3
3369,0.7308209330229234,259,4
3370,0.7346423622684299,259,5
3371,0.6898106289696282,259,6
3372,0.7371380640594398,259,7
3373,0.7206061695622396,259,8
3374,0.7316034495215772,259,9
3375,0.7101121022093495,259,10
3376,0.7059479240563962,259,15
3377,0.6919321728112482,259,20
3378,0.6396010270680406,259,50
3379,0.6229126236072562,259,100
3380,0.3589520239851075,260,2
3381,0.5228527444648989,260,3
3382,0.4720976555232188,260,4
3383,0.5012070238149391,260,5
3384,0.5360167020667644,260,6
3385,0.5520142420718879,260,7
3386,0.5696170160797169,260,8
3387,0.5754622972430393,260,9
3388,0.5466167954666483,260,10
3389,0.5651136003377875,260,15
3390,0.5705689494363775,260,20
3391,0.6024548621996191,260,50
3392,0.6008510758986707,260,100
3393,0.6143171626070463,261,2
3394,0.5894531841293619,261,3
3395,0.6511035789678182,261,4
3396,0.6711323256759751,261,5
3397,0.7095346753345475,261,6
3398,0.7093001476734655,261,7
3399,0.6922722923020295,261,8
3400,0.6933356359275387,261,9
3401,0.6808623789369715,261,10
3402,0.6654456241006304,261,15
3403,0.6926936247215232,261,20
3404,0.6438702871534158,261,50
3405,0.5861753012350903,261,100
3406,0.3749612037615607,262,2
3407,0.5244447357726973,262,3
3408,0.5442705430033512,262,4
3409,0.5733602434132135,262,5
3410,0.556692591533768,262,6
3411,0.5345729487438473,262,7
3412,0.5374085297213813,262,8
3413,0.5918116025980293,262,9
3414,0.5666714599972407,262,10
3415,0.5341945386579119,262,15
3416,0.686837801281639,262,20
3417,0.6400956239199777,262,50
3418,0.5947502790588617,262,100
3419,0.277278302560687,263,2
3420,0.2325996516319453,263,3
3421,0.57924169336197,263,4
3422,0.7837790029121384,263,5
3423,0.7672754550214025,263,6
3424,0.7498140353322562,263,7
3425,0.7555875718837138,263,8
3426,0.7334875500728286,263,9
3427,0.7543399426609166,263,10
3428,0.6735443839539059,263,15
3429,0.6962902049874145,263,20
3430,0.6308113908031858,263,50
3431,0.6053077259107931,263,100
3432,0.5694414949366418,264,2
3433,0.6645943496452966,264,3
3434,0.7108610958638644,264,4
3435,0.7505105556811965,264,5
3436,0.7429084960586311,264,6
3437,0.7544985371437283,264,7
3438,0.7454817861420117,264,8
3439,0.7488634683306048,264,9
3440,0.7185886385110053,264,10
3441,0.6664364769699809,264,15
3442,0.6779710482917009,264,20
3443,0.6304422136329804,264,50
3444,0.5796756987009893,264,100
3445,0.5772540624295114,265,2
3446,0.7109079823054472,265,3
3447,0.7423855924644067,265,4
3448,0.7672817163038268,265,5
3449,0.7434049676144168,265,6
3450,0.7472525654837596,265,7
3451,0.736209099863994,265,8
3452,0.7206992437707828,265,9
3453,0.7123487090180067,265,10
3454,0.7042862000937027,265,15
3455,0.7197222708532707,265,20
3456,0.6687200301240979,265,50
3457,0.6006457355252245,265,100
3458,0.4869856684633288,266,2
3459,0.543780377080096,266,3
3460,0.5052202991980139,266,4
3461,0.5564075350739377,266,5
3462,0.5333805855916204,266,6
3463,0.5523637789865115,266,7
3464,0.5158774063986784,266,8
3465,0.5429957467778549,266,9
3466,0.5751390602409521,266,10
3467,0.6460499868325471,266,15
3468,0.7123477690515402,266,20
3469,0.6836217319927642,266,50
3470,0.6226832469384207,266,100
3471,0.46260326732120005,267,2
3472,0.7050399454774059,267,3
3473,0.6840905498087275,267,4
3474,0.6910769409350933,267,5
3475,0.6753233265893,267,6
3476,0.686215161919544,267,7
3477,0.6783895748850106,267,8
3478,0.7088695888966026,267,9
3479,0.6843679521466117,267,10
3480,0.6773716770540839,267,15
3481,0.6948943713019768,267,20
3482,0.6701929102211452,267,50
3483,0.6167126682880448,267,100
3484,0.5652292344747498,268,2
3485,0.7171798953511112,268,3
3486,0.7671228985178195,268,4
3487,0.7492419464210118,268,5
3488,0.7541894903241094,268,6
3489,0.7221752139704665,268,7
3490,0.7473346775281466,268,8
3491,0.7331256775318906,268,9
3492,0.7565585271673457,268,10
3493,0.6928980472008461,268,15
3494,0.6853227786843422,268,20
3495,0.6546579779380493,268,50
3496,0.6233514773725579,268,100
3497,0.24741895714765338,269,2
3498,0.4275356602289334,269,3
3499,0.47282452271415065,269,4
3500,0.7531593948900993,269,5
3501,0.7792437075805158,269,6
3502,0.723034281666495,269,7
3503,0.730508987778943,269,8
3504,0.7305541786485643,269,9
3505,0.7275263515211696,269,10
3506,0.6893640772556768,269,15
3507,0.6672106419564163,269,20
3508,0.6126886908587827,269,50
3509,0.568134437467533,269,100
3510,0.4195045189131107,270,2
3511,0.4998858563085439,270,3
3512,0.5573569654049834,270,4
3513,0.4929145227183599,270,5
3514,0.4814291232813097,270,6
3515,0.5711105711933615,270,7
3516,0.5525861966644297,270,8
3517,0.5433939382187946,270,9
3518,0.5945851502809602,270,10
3519,0.5913514573737687,270,15
3520,0.5684920531684305,270,20
3521,0.6480490023270722,270,50
3522,0.582595351313979,270,100
3523,0.3006656064762716,271,2
3524,0.3310544252988873,271,3
3525,0.42264188101285693,271,4
3526,0.49646232491304465,271,5
3527,0.526485711504243,271,6
3528,0.5111073276372631,271,7
3529,0.5217863005870315,271,8
3530,0.5069567384916287,271,9
3531,0.5269469990647336,271,10
3532,0.6584555506213723,271,15
3533,0.677386656947899,271,20
3534,0.6290811123345212,271,50
3535,0.5949252734464028,271,100
3536,0.3688699058004121,272,2
3537,0.3415173810415747,272,3
3538,0.36833323310049715,272,4
3539,0.43896193557028707,272,5
3540,0.7074172619213841,272,6
3541,0.6744391169700482,272,7
3542,0.6754168955798703,272,8
3543,0.6734033190219415,272,9
3544,0.6558852402874658,272,10
3545,0.6807261703698255,272,15
3546,0.6704770505792658,272,20
3547,0.5933336856231222,272,50
3548,0.5792297908517433,272,100
3549,0.3268930192119336,273,2
3550,0.45168769184961866,273,3
3551,0.388445629289738,273,4
3552,0.4094426514140095,273,5
3553,0.376496822476973,273,6
3554,0.4160341761256675,273,7
3555,0.4598916300407153,273,8
3556,0.45320854150056566,273,9
3557,0.4454976922695615,273,10
3558,0.5248561013012181,273,15
3559,0.5584884000568457,273,20
3560,0.6651003878248435,273,50
3561,0.5832886721092998,273,100
3562,0.42477449069984907,274,2
3563,0.6938086802360064,274,3
3564,0.7780805471438068,274,4
3565,0.7306986629908399,274,5
3566,0.738066897561516,274,6
3567,0.7659962392946367,274,7
3568,0.7227753367672136,274,8
3569,0.7472292817414611,274,9
3570,0.7566934626201154,274,10
3571,0.6865239552854764,274,15
3572,0.6924501729514335,274,20
3573,0.6009296553669741,274,50
3574,0.581230881284873,274,100
3575,0.5369290992470799,275,2
3576,0.6744836928790497,275,3
3577,0.7297069596619148,275,4
3578,0.7160842948722608,275,5
3579,0.716088131473207,275,6
3580,0.7342772007025193,275,7
3581,0.7478760673970579,275,8
3582,0.7418796451524483,275,9
3583,0.7325045160125081,275,10
3584,0.6736155535208012,275,15
3585,0.6853137738403972,275,20
3586,0.6083484808611173,275,50
3587,0.5962457969747601,275,100
3588,0.40189199033209766,276,2
3589,0.6348020844043358,276,3
3590,0.6651350354445189,276,4
3591,0.6524081866801892,276,5
3592,0.6735439796809111,276,6
3593,0.6754957663674579,276,7
3594,0.6490359953048928,276,8
3595,0.7183651257566819,276,9
3596,0.7258317523179724,276,10
3597,0.7299939320725549,276,15
3598,0.7001982775500661,276,20
3599,0.6461961216394146,276,50
3600,0.5972109352085724,276,100
3601,0.31162931527651283,277,2
3602,0.42357680465625325,277,3
3603,0.4688146387360259,277,4
3604,0.47287789023266846,277,5
3605,0.5000891567472068,277,6
3606,0.5388289071823892,277,7
3607,0.5472360765986677,277,8
3608,0.5766439395586058,277,9
3609,0.5403399351097544,277,10
3610,0.559623311069209,277,15
3611,0.5940361539124603,277,20
3612,0.6581493836108007,277,50
3613,0.6097773364039994,277,100
3614,0.37729330239286085,278,2
3615,0.6830962307030646,278,3
3616,0.6627706800702262,278,4
3617,0.7084221248694424,278,5
3618,0.6908332637697167,278,6
3619,0.6864642551835349,278,7
3620,0.7044418199044054,278,8
3621,0.7000977983531576,278,9
3622,0.7238700809538721,278,10
3623,0.6725608665790996,278,15
3624,0.6799850132196509,278,20
3625,0.646330609327249,278,50
3626,0.5879643596841577,278,100
3627,0.44274606382551185,279,2
3628,0.5120532604332027,279,3
3629,0.49675712348281287,279,4
3630,0.5128591219139572,279,5
3631,0.7261337864240367,279,6
3632,0.7217651335614343,279,7
3633,0.6953573050396007,279,8
3634,0.6994549476236216,279,9
3635,0.6871640622949995,279,10
3636,0.6642207335539354,279,15
3637,0.6534776922589346,279,20
3638,0.5986169942204722,279,50
3639,0.5977277091816575,279,100
3640,0.4001914939262069,280,2
3641,0.38722717488830927,280,3
3642,0.37963922858603294,280,4
3643,0.34991502458725876,280,5
3644,0.3809545293959712,280,6
3645,0.4064139320846657,280,7
3646,0.521028552646716,280,8
3647,0.5100566163095022,280,9
3648,0.5409328824734685,280,10
3649,0.5783560511885966,280,15
3650,0.5556575122156873,280,20
3651,0.6818723144956912,280,50
3652,0.6623614474028838,280,100
3653,0.41641294031574705,281,2
3654,0.431099188160197,281,3
3655,0.5951565271098037,281,4
3656,0.5560770344764636,281,5
3657,0.6629876275509522,281,6
3658,0.6989492945647467,281,7
3659,0.6906166637069486,281,8
3660,0.6811600156119082,281,9
3661,0.6697613730383906,281,10
